"2012-01-01",14,8,83
"2012-01-02",15,25,93
"2012-01-03",13,15,81
"2012-01-04",16,33,88
"2012-01-05",17,44,78
"2012-01-06",12,36,51
"2012-01-07",12,17,73
"2012-01-08",15,9,74
"2012-01-09",12,9,62
"2012-01-10",14,10,73
"2012-01-11",14,6,70
"2012-01-12",14,12,72
"2012-01-13",15,21,87
"2012-01-14",11,8,83
"2012-01-15",13,7,57
"2012-01-16",11,12,84
"2012-01-17",9,5,82
"2012-01-18",10,6,78
"2012-01-19",13,18,83
"2012-01-20",16,37,87
"2012-01-21",14,10,70
"2012-01-22",17,8,82
"2012-01-23",14,10,85
"2012-01-24",13,12,82
"2012-01-25",11,13,64
"2012-01-26",12,10,67
"2012-01-27",12,9,81
"2012-01-28",11,11,79
"2012-01-29",10,9,89
"2012-01-30",10,20,87
"2012-01-31",9,18,88
"2012-02-01",7,26,88
"2012-02-02",7,23,82
"2012-02-03",6,26,74
"2012-02-04",4,13,71
"2012-02-05",5,12,65
"2012-02-06",5,19,73
"2012-02-07",6,21,76
"2012-02-08",5,22,79
"2012-02-09",8,10,67
"2012-02-10",7,32,81
"2012-02-11",2,8,79
"2012-02-12",3,5,81
"2012-02-13",5,6,80
"2012-02-14",6,8,72
"2012-02-15",8,22,83
"2012-02-16",9,5,73
"2012-02-17",11,16,85
"2012-02-18",11,12,88
"2012-02-19",10,15,89
"2012-02-20",10,12,81
"2012-02-21",10,19,86
"2012-02-22",14,30,67
"2012-02-23",14,9,58
"2012-02-24",15,9,66
"2012-02-25",16,14,83
"2012-02-26",17,8,84
"2012-02-27",11,15,67
"2012-02-28",13,11,78
"2012-02-29",16,13,66
"2012-03-01",16,8,70
"2012-03-02",17,10,86
"2012-03-03",17,14,80
"2012-03-04",15,9,91
"2012-03-05",13,19,90
"2012-03-06",9,14,86
"2012-03-07",10,15,83
"2012-03-08",15,8,79
"2012-03-09",13,22,73
"2012-03-10",17,24,64
"2012-03-11",17,19,55
"2012-03-12",16,12,69
"2012-03-13",16,9,87
"2012-03-14",17,8,82
"2012-03-15",17,9,84
"2012-03-16",17,7,81
"2012-03-17",19,10,75
"2012-03-18",18,12,81
"2012-03-19",14,14,84
"2012-03-20",14,17,83
"2012-03-21",18,18,70
"2012-03-22",19,17,71
"2012-03-23",18,14,86
"2012-03-24",17,6,87
"2012-03-25",18,8,65
"2012-03-26",18,12,78
"2012-03-27",19,12,61
"2012-03-28",19,7,59
"2012-03-29",19,13,71
"2012-03-30",19,16,69
"2012-03-31",19,17,88
"2012-04-01",19,14,92
"2012-04-02",19,9,88
"2012-04-03",17,8,87
"2012-04-04",18,6,89
"2012-04-05",16,11,93
"2012-04-06",17,16,92
"2012-04-07",16,26,87
"2012-04-08",14,27,82
"2012-04-09",13,11,78
"2012-04-10",17,13,85
"2012-04-11",15,36,92
"2012-04-12",17,19,83
"2012-04-13",15,15,87
"2012-04-14",13,29,85
"2012-04-15",15,17,82
"2012-04-16",14,12,84
"2012-04-17",16,13,83
"2012-04-18",14,22,88
"2012-04-19",15,22,87
"2012-04-20",13,36,85
"2012-04-21",16,24,83
"2012-04-22",16,18,91
"2012-04-23",17,15,76
"2012-04-24",15,36,84
"2012-04-25",16,18,79
"2012-04-26",21,17,79
"2012-04-27",23,13,77
"2012-04-28",23,30,69
"2012-04-29",17,16,88
"2012-04-30",19,19,93
"2012-05-01",16,10,93
"2012-05-02",17,11,82
"2012-05-03",20,12,76
"2012-05-04",20,15,76
"2012-05-05",19,21,94
"2012-05-06",16,17,93
"2012-05-07",17,18,89
"2012-05-08",20,15,87
"2012-05-09",21,12,76
"2012-05-10",23,9,79
"2012-05-11",25,8,78
"2012-05-12",25,14,80
"2012-05-13",24,14,87
"2012-05-14",19,15,69
"2012-05-15",20,24,74
"2012-05-16",19,30,64
"2012-05-17",19,11,66
"2012-05-18",20,9,72
"2012-05-19",22,20,71
"2012-05-20",20,12,91
"2012-05-21",17,23,87
"2012-05-22",17,12,86
"2012-05-23",20,11,83
"2012-05-24",24,8,79
"2012-05-25",25,9,77
"2012-05-26",22,8,82
"2012-05-27",22,12,80
"2012-05-28",22,8,84
"2012-05-29",22,11,90
"2012-05-30",22,13,83
"2012-05-31",21,11,90
"2012-06-01",24,17,86
"2012-06-02",24,11,78
"2012-06-03",26,7,78
"2012-06-04",22,28,87
"2012-06-05",23,15,81
"2012-06-06",24,16,84
"2012-06-07",27,10,73
"2012-06-08",24,18,83
"2012-06-09",25,17,81
"2012-06-10",24,19,86
"2012-06-11",23,18,90
"2012-06-12",21,29,85
"2012-06-13",20,25,72
"2012-06-14",23,11,77
"2012-06-15",25,7,74
"2012-06-16",28,7,68
"2012-06-17",28,9,70
"2012-06-18",29,6,69
"2012-06-19",29,6,68
"2012-06-20",28,8,69
"2012-06-21",27,14,88
"2012-06-22",27,16,83
"2012-06-23",28,13,69
"2012-06-24",29,14,74
"2012-06-25",29,18,81
"2012-06-26",28,11,80
"2012-06-27",29,7,76
"2012-06-28",29,11,81
"2012-06-29",30,6,78
"2012-06-30",31,6,73
"2012-07-01",32,6,74
"2012-07-02",26,22,87
"2012-07-03",27,15,77
"2012-07-04",28,11,76
"2012-07-05",29,5,75
"2012-07-06",28,15,79
"2012-07-07",29,9,69
"2012-07-08",31,12,75
"2012-07-09",30,12,71
"2012-07-10",30,13,72
"2012-07-11",29,14,74
"2012-07-12",28,21,73
"2012-07-13",28,20,71
"2012-07-14",29,15,82
"2012-07-15",25,25,61
"2012-07-16",27,12,76
"2012-07-17",29,10,69
"2012-07-18",30,8,70
"2012-07-19",30,17,72
"2012-07-20",30,14,72
"2012-07-21",29,19,67
"2012-07-22",26,13,74
"2012-07-23",23,27,76
"2012-07-24",24,11,83
"2012-07-25",26,12,81
"2012-07-26",29,10,75
"2012-07-27",31,6,71
"2012-07-28",32,17,72
"2012-07-29",29,17,81
"2012-07-30",29,17,72
"2012-07-31",30,15,74
"2012-08-01",30,11,76
"2012-08-02",30,10,70
"2012-08-03",30,9,78
"2012-08-04",31,6,77
"2012-08-05",31,6,82
"2012-08-06",30,14,80
"2012-08-07",30,12,73
"2012-08-08",31,14,76
"2012-08-09",30,13,76
"2012-08-10",31,8,78
"2012-08-11",30,10,76
"2012-08-12",30,12,77
"2012-08-13",29,10,82
"2012-08-14",29,10,84
"2012-08-15",30,10,78
"2012-08-16",30,12,92
"2012-08-17",30,7,84
"2012-08-18",32,5,79
"2012-08-19",32,8,76
"2012-08-20",33,8,74
"2012-08-21",32,10,82
"2012-08-22",31,9,79
"2012-08-23",32,9,80
"2012-08-24",32,6,80
"2012-08-25",32,14,89
"2012-08-26",27,26,79
"2012-08-27",28,9,76
"2012-08-28",29,11,79
"2012-08-29",30,9,84
"2012-08-30",30,8,77
"2012-08-31",26,35,71
"2012-09-01",22,11,74
"2012-09-02",21,9,79
"2012-09-03",22,15,88
"2012-09-04",22,15,83
"2012-09-05",24,12,83
"2012-09-06",25,8,81
"2012-09-07",28,8,79
"2012-09-08",28,9,72
"2012-09-09",27,10,73
"2012-09-10",26,9,79
"2012-09-11",28,10,76
"2012-09-12",28,23,74
"2012-09-13",23,26,80
"2012-09-14",22,18,68
"2012-09-15",26,9,73
"2012-09-16",27,10,81
"2012-09-17",25,10,80
"2012-09-18",27,8,80
"2012-09-19",24,20,76
"2012-09-20",22,6,74
"2012-09-21",25,8,75
"2012-09-22",28,8,77
"2012-09-23",28,12,88
"2012-09-24",26,27,80
"2012-09-25",25,24,86
"2012-09-26",26,18,84
"2012-09-27",27,12,89
"2012-09-28",27,18,79
"2012-09-29",24,26,96
"2012-09-30",24,10,87
"2012-10-01",22,16,86
"2012-10-02",22,17,86
"2012-10-03",24,13,79
"2012-10-04",24,11,83
"2012-10-05",24,4,76
"2012-10-06",26,8,83
"2012-10-07",25,17,94
"2012-10-08",23,8,87
"2012-10-09",25,20,92
"2012-10-10",24,18,87
"2012-10-11",23,13,88
"2012-10-12",22,16,88
"2012-10-13",21,14,79
"2012-10-14",22,13,82
"2012-10-15",19,23,90
"2012-10-16",17,23,72
"2012-10-17",22,10,85
"2012-10-18",24,19,88
"2012-10-19",23,19,90
"2012-10-20",25,16,90
"2012-10-21",26,17,87
"2012-10-22",22,8,92
"2012-10-23",23,8,86
"2012-10-24",20,6,84
"2012-10-25",23,6,84
"2012-10-26",24,17,87
"2012-10-27",19,31,85
"2012-10-28",11,50,87
"2012-10-29",13,18,82
"2012-10-30",17,8,77
"2012-10-31",21,33,89
"2012-11-01",17,26,84
"2012-11-02",17,14,76
"2012-11-03",20,18,88
"2012-11-04",21,16,97
"2012-11-05",21,31,71
"2012-11-06",16,22,66
"2012-11-07",16,9,66
"2012-11-08",19,6,61
"2012-11-09",21,7,72
"2012-11-10",21,14,89
"2012-11-11",19,15,89
"2012-11-12",19,11,86
"2012-11-13",21,17,87
"2012-11-14",21,19,82
"2012-11-15",20,10,74
"2012-11-16",18,4,67
"2012-11-17",19,8,78
"2012-11-18",17,13,80
"2012-11-19",16,12,87
"2012-11-20",16,11,86
"2012-11-21",18,9,74
"2012-11-22",17,10,86
"2012-11-23",16,11,85
"2012-11-24",18,6,80
"2012-11-25",18,8,79
"2012-11-26",20,11,78
"2012-11-27",19,14,68
"2012-11-28",16,24,91
"2012-11-29",12,27,87
"2012-11-30",11,20,89
"2012-12-01",10,10,81
"2012-12-02",12,23,79
"2012-12-03",10,14,55
"2012-12-04",14,35,87
"2012-12-05",11,35,77
"2012-12-06",11,20,71
"2012-12-07",14,23,84
"2012-12-08",10,26,72
"2012-12-09",8,10,71
"2012-12-10",14,37,72
"2012-12-11",11,7,59
"2012-12-12",10,5,57
"2012-12-13",12,15,75
"2012-12-14",14,18,91
"2012-12-15",15,33,96
"2012-12-16",16,11,80
